Airline;Day_of_Journey ;Month_of_Journey ;Year_of_Journey ;Dep_Time;Arrival_Time;Arrival_Day;Arrival_Month;Duration;Total_Stops;Price;ID_Voo;fk_ID_Rota
Air India;15;5;2019;20:30;13:45;16;5;17h 15m;2;16057;5296;54
Air India;1;5;2019;10:00;13:45;2;5;27h 45m;2;15164;5297;54
Air India;6;5;2019;07:00;01:20;7;5;18h 20m;2;14083;5298;54
Air India;24;5;2019;07:00;01:20;25;5;18h 20m;2;14083;5299;54
Air India;12;5;2019;07:00;01:20;13;5;18h 20m;2;13243;5300;54
Air India;15;5;2019;10:00;13:45;16;5;27h 45m;2;16057;5301;54
Air India;1;5;2019;10:00;13:45;2;5;27h 45m;2;15164;5302;54
Air India;12;5;2019;07:00;01:20;13;5;18h 20m;2;12140;5303;54
Air India;9;6;2019;07:00;01:20;10;6;18h 20m;2;13033;5304;54
Air India;6;6;2019;10:00;01:20;7;6;15h 20m;2;13033;5305;54
Air India;24;5;2019;10:00;01:20;25;5;15h 20m;2;14083;5306;54
Air India;1;5;2019;17:30;13:45;2;5;20h 15m;2;15164;5307;54
Air India;1;5;2019;10:00;13:45;2;5;27h 45m;2;15164;5308;54
Air India;1;5;2019;20:30;13:45;2;5;17h 15m;2;15164;5309;54
Air India;24;3;2019;07:00;01:20;25;3;18h 20m;2;13428;5310;54
Air India;12;5;2019;10:00;01:20;13;5;15h 20m;2;12140;5311;54
Air India;24;5;2019;10:00;01:20;25;5;15h 20m;2;13873;5312;54
Air India;6;6;2019;10:00;01:20;7;6;15h 20m;2;13033;5313;54
Air India;12;5;2019;10:00;01:20;13;5;15h 20m;2;13243;5314;54
Air India;18;5;2019;10:00;01:20;19;5;15h 20m;2;13243;5315;54
Air India;9;5;2019;10:00;01:20;10;5;15h 20m;2;13033;5316;54
Air India;1;4;2019;10:00;01:20;2;4;15h 20m;2;10408;5317;54
Air India;18;5;2019;07:00;01:20;19;5;18h 20m;2;13873;5318;54
Jet Airways;1;5;2019;09:35;10:55;2;5;25h 20m;1;12121;5319;55
Jet Airways;24;5;2019;20:25;14:25;25;5;18h;1;10703;5320;55
Vistara;12;5;2019;20:20;09:05;13;5;12h 45m;1;9397;5321;55
Jet Airways;1;5;2019;09:35;14:25;2;5;28h 50m;1;9314;5322;55
Jet Airways;9;6;2019;09:35;21:05;9;6;11h 30m;1;14676;5323;55
Vistara;21;5;2019;17:00;18:50;22;5;25h 50m;1;9345;5324;55
Jet Airways;6;6;2019;09:35;09:45;7;6;24h 10m;1;10539;5325;55
Vistara;9;6;2019;07:10;18:50;9;6;11h 40m;1;9555;5326;55
Air Asia;6;5;2019;07:35;23:30;6;5;15h 55m;1;5192;5327;55
Jet Airways;9;5;2019;09:35;10:55;10;5;25h 20m;1;10953;5328;55
Air Asia;24;5;2019;07:35;19:25;24;5;11h 50m;1;5192;5329;55
Vistara;1;5;2019;07:10;22:40;1;5;15h 30m;1;8452;5330;55
Vistara;24;3;2019;20:20;22:10;25;3;25h 50m;1;11105;5331;55
Vistara;6;5;2019;20:20;22:40;7;5;26h 20m;1;8452;5332;55
Vistara;15;5;2019;20:20;20:20;16;5;24h;1;8610;5333;55
Vistara;21;5;2019;20:20;18:50;22;5;22h 30m;1;9345;5334;55
Jet Airways;6;5;2019;09:35;19:10;6;5;9h 35m;1;12384;5335;55
Vistara;24;3;2019;09:55;18:45;24;3;8h 50m;1;16092;5336;55
Air India;21;5;2019;07:00;20:25;21;5;13h 25m;1;11096;5337;55
Vistara;1;4;2019;17:00;18:50;2;4;25h 50m;1;8610;5338;55
Jet Airways;6;5;2019;09:35;21:05;6;5;11h 30m;1;10703;5339;55
Jet Airways;15;5;2019;17:00;23:35;15;5;6h 35m;1;14151;5340;55
Jet Airways;12;6;2019;09:35;19:10;12;6;9h 35m;1;10539;5341;55
Jet Airways;18;5;2019;17:00;19:10;19;5;26h 10m;1;14151;5342;55
Jet Airways;6;6;2019;20:25;14:25;7;6;18h;1;12692;5343;55
Jet Airways;6;5;2019;09:35;22:05;6;5;12h 30m;1;10703;5344;55
Air Asia;6;6;2019;22:40;10:40;7;6;12h;1;6810;5345;55
Vistara;18;5;2019;17:00;10:45;19;5;17h 45m;1;9187;5346;55
Jet Airways;15;5;2019;20:25;09:45;16;5;13h 20m;1;13067;5347;55
Vistara;24;3;2019;20:20;22:55;25;3;26h 35m;1;11682;5348;55
Jet Airways;12;5;2019;17:00;14:25;13;5;21h 25m;1;13067;5349;55
Vistara;24;3;2019;20:20;09:10;25;3;12h 50m;1;12312;5350;55
Vistara;6;6;2019;20:20;23:25;7;6;27h 5m;1;9345;5351;55
Vistara;9;5;2019;07:10;23:25;9;5;16h 15m;1;8085;5352;55
Vistara;24;3;2019;07:10;20:25;24;3;13h 15m;1;13152;5353;55
Vistara;12;6;2019;20:20;09:05;13;6;12h 45m;1;7927;5354;55
Jet Airways;21;5;2019;17:00;09:45;22;5;16h 45m;1;13067;5355;55
Vistara;21;5;2019;20:20;22:40;22;5;26h 20m;1;8452;5356;55
Jet Airways;12;6;2019;09:35;22:05;12;6;12h 30m;1;12692;5357;55
Jet Airways;1;4;2019;09:35;19:10;1;4;9h 35m;1;11467;5358;55
Jet Airways;6;6;2019;09:35;09:45;7;6;24h 10m;1;12692;5359;55
Vistara;24;3;2019;17:00;10:50;25;3;17h 50m;1;12890;5360;55
Jet Airways;12;5;2019;17:00;21:05;13;5;28h 5m;1;12121;5361;55
Vistara;6;6;2019;17:00;10:45;7;6;17h 45m;1;9187;5362;55
Jet Airways;15;5;2019;20:25;18:00;16;5;21h 35m;1;14151;5363;55
Vistara;12;5;2019;17:00;18:50;13;5;25h 50m;1;9135;5364;55
Vistara;24;5;2019;07:10;18:50;24;5;11h 40m;1;9555;5365;55
Jet Airways;6;5;2019;20:25;09:45;7;5;13h 20m;1;8066;5366;55
Vistara;24;5;2019;20:20;10:45;25;5;14h 25m;1;9187;5367;55
Jet Airways;6;5;2019;17:00;09:45;7;5;16h 45m;1;8066;5368;55
Vistara;21;5;2019;07:10;09:05;22;5;25h 55m;1;8452;5369;55
Jet Airways;24;5;2019;09:35;22:05;24;5;12h 30m;1;14151;5370;55
Jet Airways;21;5;2019;20:25;09:45;22;5;13h 20m;1;13067;5371;55
Jet Airways;18;5;2019;09:35;09:45;19;5;24h 10m;1;14151;5372;55
Air India;1;5;2019;10:00;23:15;1;5;13h 15m;1;10203;5373;55
Jet Airways;1;5;2019;09:35;09:45;2;5;24h 10m;1;11467;5374;55
Air India;9;5;2019;07:00;20:25;9;5;13h 25m;1;10203;5375;55
Vistara;6;5;2019;07:10;22:40;6;5;15h 30m;1;8452;5376;55
Jet Airways;18;5;2019;09:35;10:55;19;5;25h 20m;1;14151;5377;55
Air Asia;18;5;2019;07:35;19:25;18;5;11h 50m;1;5192;5378;55
Vistara;6;5;2019;07:10;23:25;6;5;16h 15m;1;8085;5379;55
Vistara;15;5;2019;20:20;10:45;16;5;14h 25m;1;8452;5380;55
Vistara;1;4;2019;17:00;22:55;1;4;5h 55m;1;8977;5381;55
Air India;6;6;2019;17:30;20:25;7;6;26h 55m;1;10413;5382;55
Air Asia;21;5;2019;07:35;23:30;21;5;15h 55m;1;5192;5383;55
Jet Airways;24;5;2019;20:25;18:00;25;5;21h 35m;1;14151;5384;55
Jet Airways;12;5;2019;09:35;22:05;12;5;12h 30m;1;14151;5385;55
Jet Airways;12;6;2019;20:25;10:55;13;6;14h 30m;1;12692;5386;55
Vistara;24;5;2019;07:10;09:05;25;5;25h 55m;1;9502;5387;55
Jet Airways;6;5;2019;09:35;10:55;7;5;25h 20m;1;13067;5388;55
Air Asia;1;4;2019;22:40;10:40;2;4;12h;1;5192;5389;55
Jet Airways;24;5;2019;09:35;18:00;24;5;8h 25m;1;14151;5390;55
Jet Airways;9;5;2019;17:00;23:35;9;5;6h 35m;1;7341;5391;55
Jet Airways;6;6;2019;20:25;09:45;7;6;13h 20m;1;12692;5392;55
Vistara;6;5;2019;07:10;18:50;6;5;11h 40m;1;8610;5393;55
Jet Airways;1;5;2019;17:00;23:35;1;5;6h 35m;1;13067;5394;55
Vistara;18;5;2019;20:20;23:25;19;5;27h 5m;1;9345;5395;55
Jet Airways;6;5;2019;17:00;15:05;7;5;22h 5m;1;13067;5396;55
Jet Airways;6;6;2019;20:25;19:10;7;6;22h 45m;1;14151;5397;55
Jet Airways;18;5;2019;20:25;09:45;19;5;13h 20m;1;14151;5398;55
Jet Airways;12;5;2019;09:35;21:05;12;5;11h 30m;1;14151;5399;55
Jet Airways;21;5;2019;17:00;21:05;22;5;28h 5m;1;14151;5400;55
Jet Airways;15;5;2019;17:00;09:45;16;5;16h 45m;1;13067;5401;55
Jet Airways;1;5;2019;09:35;14:25;2;5;28h 50m;1;11467;5402;55
Jet Airways;9;5;2019;09:35;21:05;9;5;11h 30m;1;12384;5403;55
Jet Airways;24;5;2019;09:35;23:35;24;5;14h;1;14151;5404;55
Vistara;9;6;2019;07:10;09:05;10;6;25h 55m;1;9397;5405;55
Jet Airways;21;5;2019;09:35;14:25;22;5;28h 50m;1;9314;5406;55
Jet Airways;9;6;2019;17:00;19:10;10;6;26h 10m;1;12692;5407;55
Vistara;9;5;2019;07:10;22:40;9;5;15h 30m;1;7927;5408;55
Jet Airways;12;5;2019;20:25;18:00;13;5;21h 35m;1;14151;5409;55
Jet Airways;18;5;2019;09:35;22:05;18;5;12h 30m;1;12384;5410;55
Jet Airways;1;4;2019;09:35;19:10;1;4;9h 35m;1;9314;5411;55
Jet Airways;6;5;2019;17:00;18:00;7;5;25h;1;9314;5412;55
Vistara;6;6;2019;07:10;09:05;7;6;25h 55m;1;8452;5413;55
Jet Airways;9;6;2019;17:00;23:35;9;6;6h 35m;1;13994;5414;55
Jet Airways;15;5;2019;09:35;14:25;16;5;28h 50m;1;9314;5415;55
Jet Airways;9;5;2019;09:35;23:35;9;5;14h;1;12121;5416;55
Jet Airways;9;6;2019;09:35;22:05;9;6;12h 30m;1;13994;5417;55
Jet Airways;6;5;2019;09:35;18:00;6;5;8h 25m;1;12384;5418;55
Jet Airways;6;5;2019;09:35;09:45;7;5;24h 10m;1;10953;5419;55
Air India;12;6;2019;20:30;20:25;13;6;23h 55m;1;10203;5420;55
Jet Airways;12;5;2019;09:35;23:35;12;5;14h;1;14151;5421;55
Jet Airways;24;5;2019;09:35;14:25;25;5;28h 50m;1;12121;5422;55
Jet Airways;6;5;2019;09:35;09:45;7;5;24h 10m;1;8066;5423;55
Air India;24;3;2019;20:30;08:55;25;3;12h 25m;1;12173;5424;55
Jet Airways;9;6;2019;17:00;10:55;10;6;17h 55m;1;14151;5425;55
Jet Airways;12;6;2019;09:35;18:00;12;6;8h 25m;1;12692;5426;55
Jet Airways;9;5;2019;17:00;09:45;10;5;16h 45m;1;12121;5427;55
Vistara;18;5;2019;07:10;22:40;18;5;15h 30m;1;9187;5428;55
Air India;21;5;2019;10:00;20:25;21;5;10h 25m;1;11096;5429;55
Jet Airways;9;6;2019;20:25;09:45;10;6;13h 20m;1;14151;5430;55
Vistara;1;5;2019;07:10;10:45;2;5;27h 35m;1;9187;5431;55
Air India;9;6;2019;10:00;20:25;9;6;10h 25m;1;10413;5432;55
Jet Airways;24;5;2019;17:00;19:10;25;5;26h 10m;1;13067;5433;55
Jet Airways;24;5;2019;20:25;23:35;25;5;27h 10m;1;14151;5434;55
Jet Airways;9;6;2019;20:25;21:05;10;6;24h 40m;1;12692;5435;55
Vistara;12;6;2019;07:10;20:20;12;6;13h 10m;1;8610;5436;55
Air Asia;9;5;2019;22:40;10:40;10;5;12h;1;5192;5437;55
Jet Airways;6;6;2019;20:25;10:55;7;6;14h 30m;1;10539;5438;55
Jet Airways;21;5;2019;09:35;19:10;21;5;9h 35m;1;12384;5439;55
Vistara;9;6;2019;17:00;20:20;10;6;27h 20m;1;8610;5440;55
Jet Airways;21;5;2019;17:00;18:00;22;5;25h;1;14151;5441;55
Vistara;9;5;2019;17:00;20:20;10;5;27h 20m;1;9555;5442;55
Air India;6;6;2019;10:00;20:25;6;6;10h 25m;1;10203;5443;55
Vistara;12;6;2019;20:20;18:50;13;6;22h 30m;1;8610;5444;55
Vistara;1;5;2019;20:20;23:25;2;5;27h 5m;1;8085;5445;55
Jet Airways;6;5;2019;09:35;19:10;6;5;9h 35m;1;13067;5446;55
Jet Airways;18;5;2019;09:35;19:10;18;5;9h 35m;1;12384;5447;55
Vistara;12;6;2019;20:20;22:40;13;6;26h 20m;1;7927;5448;55
Jet Airways;6;5;2019;17:00;19:10;7;5;26h 10m;1;13067;5449;55
Jet Airways;6;5;2019;17:00;22:05;7;5;29h 5m;1;11467;5450;55
Vistara;1;4;2019;07:10;22:55;1;4;15h 45m;1;8295;5451;55
Jet Airways;6;6;2019;20:25;14:25;7;6;18h;1;10539;5452;55
Air India;21;5;2019;10:00;23:15;21;5;13h 15m;1;11936;5453;55
Vistara;6;6;2019;17:00;20:20;7;6;27h 20m;1;8820;5454;55
Air Asia;1;5;2019;07:35;23:30;1;5;15h 55m;1;5192;5455;55
Vistara;6;5;2019;17:00;09:05;7;5;16h 5m;1;8137;5456;55
Jet Airways;21;5;2019;20:25;22:05;22;5;25h 40m;1;13067;5457;55
Jet Airways;9;6;2019;09:35;18:00;9;6;8h 25m;1;13994;5458;55
Jet Airways;9;5;2019;20:25;23:35;10;5;27h 10m;1;13067;5459;55
Jet Airways;1;4;2019;09:35;10:55;2;4;25h 20m;1;11467;5460;55
Jet Airways;24;5;2019;09:35;21:05;24;5;11h 30m;1;14151;5461;55
Jet Airways;12;6;2019;09:35;21:05;12;6;11h 30m;1;12692;5462;55
Vistara;9;5;2019;07:10;18:50;9;5;11h 40m;1;8610;5463;55
Vistara;15;5;2019;20:20;09:05;16;5;12h 45m;1;8452;5464;55
Jet Airways;12;5;2019;20:25;14:25;13;5;18h;1;13067;5465;55
Jet Airways;15;5;2019;20:25;09:45;16;5;13h 20m;1;12384;5466;55
Air Asia;15;5;2019;22:40;10:40;16;5;12h;1;5192;5467;55
Jet Airways;1;5;2019;17:00;18:00;2;5;25h;1;11467;5468;55
Jet Airways;1;4;2019;09:35;18:00;1;4;8h 25m;1;9314;5469;55
Vistara;9;5;2019;17:00;18:50;10;5;25h 50m;1;8820;5470;55
Vistara;9;6;2019;20:20;23:25;10;6;27h 5m;1;8085;5471;55
Jet Airways;9;6;2019;20:25;21:05;10;6;24h 40m;1;10539;5472;55
Jet Airways;9;6;2019;09:35;22:05;9;6;12h 30m;1;14676;5473;55
Air India;1;4;2019;17:30;12:00;2;4;18h 30m;1;7893;5474;55
Air India;9;6;2019;20:30;20:25;10;6;23h 55m;1;10203;5475;55
Vistara;9;6;2019;17:00;10:45;10;6;17h 45m;1;9922;5476;55
Jet Airways;9;6;2019;09:35;18:00;9;6;8h 25m;1;14676;5477;55
Jet Airways;18;5;2019;20:25;19:10;19;5;22h 45m;1;14151;5478;55
Air India;21;5;2019;17:30;08:55;22;5;15h 25m;1;11936;5479;55
Vistara;9;5;2019;20:20;10:45;10;5;14h 25m;1;8452;5480;55
Jet Airways;24;5;2019;20:25;14:25;25;5;18h;1;12121;5481;55
Jet Airways;12;6;2019;17:00;09:45;13;6;16h 45m;1;12692;5482;55
Jet Airways;12;5;2019;17:00;21:05;13;5;28h 5m;1;10703;5483;55
Vistara;6;5;2019;20:20;10:45;7;5;14h 25m;1;8662;5484;55
Jet Airways;1;5;2019;17:00;22:05;2;5;29h 5m;1;14151;5485;55
Vistara;1;5;2019;20:20;09:05;2;5;12h 45m;1;8452;5486;55
Vistara;6;6;2019;07:10;20:20;6;6;13h 10m;1;8610;5487;55
Vistara;24;3;2019;17:00;22:10;25;3;29h 10m;1;12102;5488;55
Jet Airways;24;5;2019;20:25;10:55;25;5;14h 30m;1;13067;5489;55
Vistara;24;5;2019;20:20;18:50;25;5;22h 30m;1;9345;5490;55
Jet Airways;12;5;2019;17:00;23:35;12;5;6h 35m;1;14151;5491;55
Air Asia;12;6;2019;22:40;10:40;13;6;12h;1;5192;5492;55
Vistara;6;6;2019;07:10;23:25;6;6;16h 15m;1;8610;5493;55
Vistara;15;5;2019;17:00;20:20;16;5;27h 20m;1;8610;5494;55
Jet Airways;9;6;2019;17:00;22:05;10;6;29h 5m;1;10539;5495;55
Jet Airways;6;6;2019;09:35;14:25;7;6;28h 50m;1;12692;5496;55
Vistara;18;5;2019;20:20;20:20;19;5;24h;1;9555;5497;55
Jet Airways;18;5;2019;20:25;23:35;19;5;27h 10m;1;14151;5498;55
Jet Airways;15;5;2019;09:35;10:55;16;5;25h 20m;1;14151;5499;55
Vistara;21;5;2019;20:20;09:05;22;5;12h 45m;1;8452;5500;55
Vistara;24;5;2019;17:00;18:50;25;5;25h 50m;1;9870;5501;55
Jet Airways;1;5;2019;20:25;10:55;2;5;14h 30m;1;12121;5502;55
Vistara;9;5;2019;17:00;23:25;9;5;6h 25m;1;8085;5503;55
Jet Airways;12;5;2019;17:00;09:45;13;5;16h 45m;1;14151;5504;55
Air India;12;5;2019;20:30;16:15;13;5;19h 45m;1;10203;5505;55
Vistara;6;5;2019;20:20;20:20;7;5;24h;1;8610;5506;55
Air Asia;21;5;2019;22:40;10:40;22;5;12h;1;9719;5507;55
Vistara;6;6;2019;17:00;23:25;6;6;6h 25m;1;8610;5508;55
Jet Airways;24;5;2019;09:35;14:25;25;5;28h 50m;1;10703;5509;55
Vistara;1;5;2019;07:10;20:20;1;5;13h 10m;1;8610;5510;55
Jet Airways;6;6;2019;17:00;18:00;7;6;25h;1;12692;5511;55
Vistara;1;5;2019;17:00;10:45;2;5;17h 45m;1;9187;5512;55
Vistara;9;6;2019;17:00;22:55;9;6;5h 55m;1;9187;5513;55
Vistara;21;5;2019;07:10;10:45;22;5;27h 35m;1;9187;5514;55
Vistara;6;6;2019;20:20;09:05;7;6;12h 45m;1;8452;5515;55
Vistara;9;6;2019;07:10;20:20;9;6;13h 10m;1;9555;5516;55
Vistara;24;3;2019;07:10;22:10;24;3;15h;1;12942;5517;55
Air India;24;3;2019;20:30;23:15;25;3;26h 45m;1;10808;5518;55
Vistara;24;3;2019;07:10;09:10;25;3;26h;1;11682;5519;55
Vistara;12;5;2019;07:10;23:25;12;5;16h 15m;1;9345;5520;55
Jet Airways;6;6;2019;20:25;18:00;7;6;21h 35m;1;10539;5521;55
Vistara;1;4;2019;07:10;18:50;1;4;11h 40m;1;7927;5522;55
Vistara;9;6;2019;07:10;22:55;9;6;15h 45m;1;8662;5523;55
Vistara;1;4;2019;07:10;10:45;2;4;27h 35m;1;8505;5524;55
Jet Airways;24;5;2019;20:25;09:45;25;5;13h 20m;1;13067;5525;55
Air Asia;9;6;2019;07:35;19:25;9;6;11h 50m;1;7870;5526;55
Air India;12;6;2019;07:00;16:15;12;6;9h 15m;1;11936;5527;55
Jet Airways;12;5;2019;20:25;10:55;13;5;14h 30m;1;14151;5528;55
Vistara;21;5;2019;07:10;20:20;21;5;13h 10m;1;9345;5529;55
Vistara;1;4;2019;20:20;10:45;2;4;14h 25m;1;8505;5530;55
Jet Airways;15;5;2019;17:00;19:10;16;5;26h 10m;1;14151;5531;55
Jet Airways;6;5;2019;20:25;23:35;7;5;27h 10m;1;8066;5532;55
Jet Airways;15;5;2019;20:25;10:55;16;5;14h 30m;1;14151;5533;55
Vistara;1;4;2019;20:20;09:05;2;4;12h 45m;1;7980;5534;55
Jet Airways;9;6;2019;09:35;09:45;10;6;24h 10m;1;14151;5535;55
Jet Airways;1;5;2019;20:25;14:25;2;5;18h;1;9314;5536;55
Jet Airways;12;5;2019;09:35;14:25;13;5;28h 50m;1;13067;5537;55
Jet Airways;9;5;2019;20:25;18:00;10;5;21h 35m;1;11467;5538;55
Vistara;1;5;2019;17:00;18:50;2;5;25h 50m;1;8610;5539;55
Air Asia;12;5;2019;07:35;19:25;12;5;11h 50m;1;5320;5540;55
Vistara;9;6;2019;20:20;18:50;10;6;22h 30m;1;8610;5541;55
Jet Airways;1;5;2019;20:25;09:45;2;5;13h 20m;1;11467;5542;55
Jet Airways;6;6;2019;17:00;19:10;7;6;26h 10m;1;14151;5543;55
Vistara;1;5;2019;17:00;09:05;2;5;16h 5m;1;8452;5544;55
Jet Airways;12;5;2019;20:25;09:45;13;5;13h 20m;1;14151;5545;55
Jet Airways;12;6;2019;09:35;14:25;13;6;28h 50m;1;12692;5546;55
Jet Airways;1;4;2019;20:25;22:05;2;4;25h 40m;1;12121;5547;55
Vistara;24;5;2019;17:00;20:20;25;5;27h 20m;1;9870;5548;55
Vistara;18;5;2019;20:20;10:45;19;5;14h 25m;1;9187;5549;55
Jet Airways;15;5;2019;09:35;18:00;15;5;8h 25m;1;13067;5550;55
Vistara;6;6;2019;20:20;18:50;7;6;22h 30m;1;8820;5551;55
Jet Airways;6;6;2019;17:00;14:25;7;6;21h 25m;1;10539;5552;55
Jet Airways;21;5;2019;17:00;23:35;21;5;6h 35m;1;14151;5553;55
Vistara;24;5;2019;07:10;22:40;24;5;15h 30m;1;9397;5554;55
Vistara;12;6;2019;07:10;10:45;13;6;27h 35m;1;8452;5555;55
Jet Airways;6;5;2019;17:00;23:35;6;5;6h 35m;1;10703;5556;55
Air India;1;4;2019;20:30;12:00;2;4;15h 30m;1;7893;5557;55
Jet Airways;21;5;2019;09:35;21:05;21;5;11h 30m;1;14151;5558;55
Vistara;24;3;2019;07:10;18:45;24;3;11h 35m;1;16932;5559;55
Jet Airways;15;5;2019;17:00;22:05;16;5;29h 5m;1;14151;5560;55
Air Asia;6;6;2019;07:35;23:30;6;6;15h 55m;1;6810;5561;55
Jet Airways;6;5;2019;17:00;09:45;7;5;16h 45m;1;10953;5562;55
Jet Airways;12;6;2019;09:35;22:05;12;6;12h 30m;1;10539;5563;55
Vistara;12;6;2019;20:20;23:25;13;6;27h 5m;1;8610;5564;55
Air Asia;24;3;2019;07:35;19:25;24;3;11h 50m;1;6785;5565;55
Jet Airways;9;5;2019;09:35;14:25;10;5;28h 50m;1;9314;5566;55
Jet Airways;12;6;2019;09:35;10:55;13;6;25h 20m;1;12692;5567;55
Vistara;18;5;2019;07:10;20:20;18;5;13h 10m;1;9345;5568;55
Air India;24;5;2019;10:00;20:25;24;5;10h 25m;1;10413;5569;55
Vistara;1;5;2019;20:20;10:45;2;5;14h 25m;1;9187;5570;55
Vistara;6;5;2019;07:10;20:20;6;5;13h 10m;1;8610;5571;55
Jet Airways;1;5;2019;17:00;09:45;2;5;16h 45m;1;11467;5572;55
Vistara;24;5;2019;07:10;23:25;24;5;16h 15m;1;9345;5573;55
Jet Airways;24;5;2019;09:35;09:45;25;5;24h 10m;1;13067;5574;55
Jet Airways;12;6;2019;17:00;18:00;13;6;25h;1;12692;5575;55
Vistara;9;6;2019;07:10;23:25;9;6;16h 15m;1;9345;5576;55
Air India;9;6;2019;07:00;20:25;9;6;13h 25m;1;10413;5577;55
Jet Airways;6;6;2019;09:35;23:35;6;6;14h;1;14151;5578;55
Jet Airways;15;5;2019;17:00;14:25;16;5;21h 25m;1;9314;5579;55
Jet Airways;12;5;2019;20:25;23:35;13;5;27h 10m;1;10953;5580;55
Vistara;12;5;2019;20:20;20:20;13;5;24h;1;8610;5581;55
Jet Airways;18;5;2019;20:25;18:00;19;5;21h 35m;1;14151;5582;55
Vistara;18;5;2019;07:10;18:50;18;5;11h 40m;1;9345;5583;55
Jet Airways;9;6;2019;17:00;22:05;10;6;29h 5m;1;12692;5584;55
Jet Airways;1;4;2019;20:25;09:45;2;4;13h 20m;1;14151;5585;55
Vistara;12;6;2019;17:00;23:25;12;6;6h 25m;1;8610;5586;55
Jet Airways;18;5;2019;17:00;21:05;19;5;28h 5m;1;14151;5587;55
Air Asia;12;6;2019;07:35;23:30;12;6;15h 55m;1;5192;5588;55
Jet Airways;24;5;2019;20:25;09:45;25;5;13h 20m;1;12384;5589;55
Air India;6;5;2019;20:30;08:55;7;5;12h 25m;1;10203;5590;55
Jet Airways;1;5;2019;09:35;09:45;2;5;24h 10m;1;9314;5591;55
Jet Airways;1;5;2019;20:25;18:00;2;5;21h 35m;1;9314;5592;55
Air Asia;15;4;2019;07:35;23:30;15;4;15h 55m;1;5192;5593;55
Jet Airways;9;6;2019;20:25;22:05;10;6;25h 40m;1;10539;5594;55
Vistara;6;5;2019;17:00;23:25;6;5;6h 25m;1;8085;5595;55
Jet Airways;9;5;2019;20:25;09:45;10;5;13h 20m;1;10703;5596;55
Jet Airways;6;6;2019;09:35;19:10;6;6;9h 35m;1;13469;5597;55
Vistara;12;5;2019;07:10;22:40;12;5;15h 30m;1;8662;5598;55
Jet Airways;12;5;2019;09:35;19:10;12;5;9h 35m;1;14151;5599;55
Vistara;1;4;2019;07:10;09:05;2;4;25h 55m;1;7980;5600;55
Jet Airways;1;5;2019;09:35;23:35;1;5;14h;1;13067;5601;55
Air India;12;6;2019;10:00;16:15;12;6;6h 15m;1;11936;5602;55
Jet Airways;21;5;2019;17:00;14:25;22;5;21h 25m;1;11467;5603;55
Jet Airways;12;5;2019;09:35;09:45;13;5;24h 10m;1;14151;5604;55
Jet Airways;24;5;2019;20:25;21:05;25;5;24h 40m;1;14151;5605;55
Vistara;15;5;2019;20:20;18:50;16;5;22h 30m;1;9345;5606;55
Jet Airways;9;5;2019;20:25;18:00;10;5;21h 35m;1;9314;5607;55
Jet Airways;21;5;2019;09:35;09:45;22;5;24h 10m;1;13067;5608;55
Air India;12;5;2019;20:30;08:55;13;5;12h 25m;1;10203;5609;55
Vistara;21;5;2019;17:00;23:25;21;5;6h 25m;1;9345;5610;55
Vistara;15;5;2019;07:10;23:25;15;5;16h 15m;1;9345;5611;55
Jet Airways;6;6;2019;09:35;21:05;6;6;11h 30m;1;13469;5612;55
Jet Airways;6;5;2019;17:00;21:05;7;5;28h 5m;1;13067;5613;55
Jet Airways;15;5;2019;20:25;19:10;16;5;22h 45m;1;14151;5614;55
Jet Airways;24;5;2019;17:00;23:35;24;5;6h 35m;1;14151;5615;55
Air Asia;15;5;2019;07:35;23:30;15;5;15h 55m;1;5192;5616;55
Vistara;24;3;2019;17:00;22:55;24;3;5h 55m;1;14360;5617;55
Jet Airways;1;5;2019;17:00;10:55;2;5;17h 55m;1;12121;5618;55
Jet Airways;1;4;2019;20:25;18:00;2;4;21h 35m;1;11467;5619;55
Jet Airways;9;5;2019;17:00;10:55;10;5;17h 55m;1;10953;5620;55
Jet Airways;6;6;2019;17:00;23:35;6;6;6h 35m;1;13469;5621;55
Vistara;15;5;2019;07:10;22:40;15;5;15h 30m;1;8452;5622;55
Vistara;12;5;2019;07:10;09:05;13;5;25h 55m;1;9397;5623;55
Jet Airways;9;6;2019;17:00;14:25;10;6;21h 25m;1;14151;5624;55
Vistara;15;5;2019;20:20;22:40;16;5;26h 20m;1;8452;5625;55
Air India;1;5;2019;10:00;20:25;1;5;10h 25m;1;10203;5626;55
Jet Airways;18;5;2019;09:35;18:00;18;5;8h 25m;1;14151;5627;55
Air India;24;3;2019;20:30;20:25;25;3;23h 55m;1;12173;5628;55
Jet Airways;1;5;2019;20:25;19:10;2;5;22h 45m;1;9314;5629;55
Vistara;24;3;2019;09:55;20:25;24;3;10h 30m;1;12312;5630;55
Vistara;6;5;2019;17:00;20:20;7;5;27h 20m;1;8610;5631;55
Jet Airways;1;5;2019;09:35;22:05;1;5;12h 30m;1;12121;5632;55
Air Asia;6;6;2019;07:35;19:25;6;6;11h 50m;1;6810;5633;55
Air India;24;5;2019;20:30;20:25;25;5;23h 55m;1;10413;5634;55
Jet Airways;15;5;2019;17:00;10:55;16;5;17h 55m;1;14151;5635;55
Jet Airways;21;5;2019;09:35;19:10;21;5;9h 35m;1;13067;5636;55
Jet Airways;6;5;2019;20:25;19:10;7;5;22h 45m;1;13067;5637;55
